Case_ID,PUBLISH DATE,PUBLISH TIME,AUTHOR,COMMENT,SOURCE,TYPE,SENTIMENT,COMMENT TYPE,AREAS AFFECTED
Weibo_M_5487,11/26/2014,833,阮东雨,"早安[太阳][太阳][给力]
@中宏保险
抓住当下，让它成为完美时刻。人心就像一个容器，装的快乐多了，郁闷自然就少；装的简单多了，纠结自然就少；装的满足多了，痛苦自然就少；装的理解多了，矛盾自然就少；装的宽容多了，仇恨自然就少。早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5488,11/26/2014,1118,保险优选,"转发微博





@中宏保险

商业养老保险是以获得养老金为主要目的的长期人身险，它是年金保险的一种特殊形式，又称为退休金保险。中国现在60岁以上的人口已经占总人口的15%，到了2020年就要翻倍。新国十条提出从税收优惠上推动养老保险的发展，国外实际上已经做了多年了。而这种税收优惠能够推动养老保险爆发式的增长。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5489,11/26/2014,1358,"


易变的岁月灬 ","转发微博





@中宏保险

商业养老保险是以获得养老金为主要目的的长期人身险，它是年金保险的一种特殊形式，又称为退休金保险。中国现在60岁以上的人口已经占总人口的15%，到了2020年就要翻倍。新国十条提出从税收优惠上推动养老保险的发展，国外实际上已经做了多年了。而这种税收优惠能够推动养老保险爆发式的增长。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5490,11/27/2014,1249,glan_c ,"写的很好 
@中宏保险
做你没做过的事情叫成长，做你不愿意做的事情叫改变，做你不敢做的事情叫突破。我们执着什么，往往就会被什么所骗；我们执着谁，常常就会被谁所伤害。所以我们要学会放下，凡事看淡一些，不牵挂，不计较，是是非非无所谓。无论失去什么，都不要失去好心情。早安！ ",Reader, @My Microblog,Positive,G,Life Comprehend
Weibo_M_5491,11/27/2014,1618,保险优选 ,"转发微博@中宏保险

选择商业养老保险诀窍一：安全稳健是王道。对于老人来说，最重要的是通过定期稳定的收益来维持日常开销，并有一定的储蓄可以应对风险，包括各种意外风险、医疗费用和日常生活开支等。因此，在选择商业养老保险是，首先要考虑的是安全稳健，其次才是增值。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5492,11/27/2014,1654,利安人寿官方微博 ,"//@保险优选: 转发微博@中宏保险

选择商业养老保险诀窍一：安全稳健是王道。对于老人来说，最重要的是通过定期稳定的收益来维持日常开销，并有一定的储蓄可以应对风险，包括各种意外风险、医疗费用和日常生活开支等。因此，在选择商业养老保险是，首先要考虑的是安全稳健，其次才是增值。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5493,11/27/2014,1712,麻糬团团 ,"转发微博





@中宏保险

选择商业养老保险诀窍二：保障全面有必要。随着父母年龄的增长和身体机能退化，面临的最大风险主要来自疾病和意外伤害。随之产生的医疗费用，则很可能会吞噬父母的养老金，破坏他们的养老规划。所以，购买商业养老保险时，建议选择相应的附加险或进行产品组合，从而避免重大疾病和意外伤害带来的风险。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5494,11/28/2014,824,骄阳似火要勇敢 ,"//@中宏保险

静：少说话，多倾听。缓：稳着做事，不急不躁。忍：面对不公，别气愤，别宣泄，忍让是智慧。让：退一步，海阔天空。淡：一切都看淡些，很多事情随着时间会变成云烟。平：是平凡，是平淡，是平衡。早安！",Reader,Received Comment,Neutral,G,Life Comprehend
Weibo_M_5495,11/28/2014,1418,保险优选,"微信baoxianok





 @中宏保险

选择商业养老保险诀窍二：保障全面有必要。随着父母年龄的增长和身体机能退化，面临的最大风险主要来自疾病和意外伤害。随之产生的医疗费用，则很可能会吞噬父母的养老金，破坏他们的养老规划。所以，购买商业养老保险时，建议选择相应的附加险或进行产品组合，从而避免重大疾病和意外伤害带来的风险。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5496,11/29/2014,642,广州一休哥," @中宏保险
为人处世的最佳境界是不卑不亢。太在乎别人的眼光和评价，只能让自己做事放不开手脚，犹豫不决，失去自我，失去个性，丢失自我的价值。坚持自己所选择的，相信自己所坚持的，才是属于自己的正确道路。别人怎么看并不重要，重要的是要做自己，去做自己认为正确的事。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5497,11/29/2014,749,易变的岁月灬,"转发微博
@中宏保险
选择商业养老保险诀窍一：安全稳健是王道。对于老人来说，最重要的是通过定期稳定的收益来维持日常开销，并有一定的储蓄可以应对风险，包括各种意外风险、医疗费用和日常生活开支等。因此，在选择商业养老保险是，首先要考虑的是安全稳健，其次才是增值。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5498,11/29/2014,749-1,易变的岁月灬,"转发微博
@中宏保险
选择商业养老保险诀窍二：保障全面有必要。随着父母年龄的增长和身体机能退化，面临的最大风险主要来自疾病和意外伤害。随之产生的医疗费用，则很可能会吞噬父母的养老金，破坏他们的养老规划。所以，购买商业养老保险时，建议选择相应的附加险或进行产品组合，从而避免重大疾病和意外伤害带来的风险。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5499,11/29/2014,749-2,易变的岁月灬,"转发微博
@中宏保险
选择商业养老保险诀窍三：养老投入须量力。商业养老保险是养老规划必不可少的一项，但并不是投入得越多越好。投保要结合家庭的实际情况，投保之前，要先分析家庭的收入水平、日常开支和社保情况等，然后合理计算出可用于投保的费用。如果投入过高，可能会影响家庭日常支出，甚至产生无力续保的情况。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5500,11/29/2014,923,骄阳似火要勇敢,"[笑哈哈][求关注][好喜欢][好爱哦]
@中宏保险
九个细节铺平成功路：1、压力是最好的推动力。2、摆正心态，敢于面对现实。3、专心做好一件事。4、以变应变，才有出路。5、独处可以激发思考的力量。6、立即行动，只说不做，徒劳无益。7、突破困境，从失败中获取成功的资本。8、挑战弱点，彻底改变自己缺陷。9、自信心是人生坚强的支柱。",Reader,Received Comment,Neutral,G,Life Comprehend
Weibo_M_5501,11/29/2014,1453,深旅国际旅行社海燕部,您好，为配合商家圣诞节推广活动，我社深旅国际旅行社特意免费赠送旅游券给贵司做活动，这是我社推出港澳五天四晚双人全程免费畅游劵(价值￥3980)，免费提供给商家绑定产品、活动作促销使用，作礼品赠送给客户非常有效噢。,Reader,Private Message,Irrelevant,G,Irrelevant Ads
Weibo_M_5502,11/29/2014,1453-1,深旅国际旅行社海燕部,如有兴趣可联系qq2246379126详聊，也可留下您的联系方式哦。,Reader,Private Message,Irrelevant,G,Irrelevant Ads
Weibo_M_5503,11/29/2014,1728,手机用户2543991051 ,"转发微博





@中宏保险

【健康养生】人体上部重量的70%都是由储存在椎间盘孔中的水分所支撑的，因此，身体长期慢性缺水就会导致头痛、背痛、腰痛以及全身性的轻微疼痛和不适。研究发现，当大量饮水，充分补充体内水分后，很多人的慢性疲劳综合征、背痛、头痛、类风湿性关节炎疼痛、颈痛、肌肉痛、关节痛等症状都减轻了。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_5504,11/29/2014,2330,春回大地227,"转发微博
@中宏保险
有两种东西让人迷失：一是谎言，二是欲望。有两种东西让人沉醉：一是酒精，二是名声。有两种东西把人束缚：一是物质，二是爱情。有两种东西让人觉醒：一是真理，二是苦痛。有两种东西让人改变：一是时间，二是苦难。有两种东西让人释怀：一是智慧，二是心态。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5505,11/30/2014,1035,易变的岁月灬 ,"转发微博





@中宏保险

【健康养生】人体上部重量的70%都是由储存在椎间盘孔中的水分所支撑的，因此，身体长期慢性缺水就会导致头痛、背痛、腰痛以及全身性的轻微疼痛和不适。研究发现，当大量饮水，充分补充体内水分后，很多人的慢性疲劳综合征、背痛、头痛、类风湿性关节炎疼痛、颈痛、肌肉痛、关节痛等症状都减轻了。",Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_5506,11/30/2014,2343,保险形与魂----张翎,"//@浙江萩水怡人:转发微博
@中宏保险
我们照顾小孩那是爱、是责任。孩子不能输在起跑线上，但怎么能够保证不输在目标线上呢？也许一张儿童教育金保单不能确定孩子未来所需要的所有费用，但等于你在孩子未来的高速公路上建立许多加油站，让孩子在每个拐点都能华丽转身，等于给孩子种下一棵福寿树，白纸黑字的承诺，并保证了它的收成。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5507,11/01/2015,1255,微博电影,"#双11电影节#来了！乃们都憋坏了吧！电影君给你们好看，不管是《007》还是《饥饿游戏》，还是万众期待的《陪安东尼度过漫长岁月》《火星救援》都是18.8！领红包更有可能免单看大片！3号正式开卖，先来领券，倒计时4天开始，大表姐表示观影饥饿不能忍！戳话题或专题链接：|双11电影节
",Reader,Private Message,Irrelevant,G,Irrelevant Ads
Weibo_M_5508,11/01/2015,1511,fajianfakai ,"转发微博





@中宏保险 

【育儿】给孩子读故事至少要坚持到12岁：专家表示，一点都不给孩子读故事听及太早停止阅读，都是大错特错的。孩子12岁前，通常听力比阅读能力强，孩子能听懂、理解复杂有趣的故事，却无法自己看懂故事书。听故事，除了家长和孩子的情感交流，同时词通过听力传输到大脑记忆下来，进而增强阅读能力。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5509,11/01/2015,1705,你也是醉了- ,"转发微博





@中宏保险 

【育儿】给孩子读故事至少要坚持到12岁：专家表示，一点都不给孩子读故事听及太早停止阅读，都是大错特错的。孩子12岁前，通常听力比阅读能力强，孩子能听懂、理解复杂有趣的故事，却无法自己看懂故事书。听故事，除了家长和孩子的情感交流，同时词通过听力传输到大脑记忆下来，进而增强阅读能力。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5510,11/01/2015,1937,金融列兵 ,"转发微博





@中宏保险 

【育儿】给孩子读故事至少要坚持到12岁：专家表示，一点都不给孩子读故事听及太早停止阅读，都是大错特错的。孩子12岁前，通常听力比阅读能力强，孩子能听懂、理解复杂有趣的故事，却无法自己看懂故事书。听故事，除了家长和孩子的情感交流，同时词通过听力传输到大脑记忆下来，进而增强阅读能力。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5511,11/02/2015,101,--刘壮壮,Photo,Reader,Private Message,Neutral,G,Products/Service
Weibo_M_5512,11/02/2015,101-1,--刘壮壮,膝盖这样摔伤 保险赔吗,Reader,Private Message,Neutral,G,Products/Service
Weibo_M_5513,11/02/2015,102,--刘壮壮,Photo,Reader,Private Message,Neutral,G,Products/Service
Weibo_M_5514,11/02/2015,2022,房益帆255 ,"转发微博 @中宏保险 
【生命无价，保险量化，帮你留爱不留债】无论是谁，生命无价，但是保险帮我们进行量化。请记住，你不是买保险，而是在存一笔救命金；保险这笔钱不是给保险公司的，而是存下来给你自己，给十年后、二十年后的你和你的家人。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5515,11/02/2015,2326,luoping1929 ,"转发微博





@中宏保险 

【保险是什么？】保险是忠心耿耿的患难之交：因现代家庭结构的变化，小家庭已占所有家庭数的三分之二，在大家自顾不暇的情况下，对于至亲好友所发生的灾害，我们能提供的帮助实属有限。唯有保险，平日只需缴纳有限的费用，灾难发生时却可全力提供帮助。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5516,11/03/2015,953,乐诗儿的夏天 ,"转发微博





@中宏保险 

【保险是什么？】保险是忠心耿耿的患难之交：因现代家庭结构的变化，小家庭已占所有家庭数的三分之二，在大家自顾不暇的情况下，对于至亲好友所发生的灾害，我们能提供的帮助实属有限。唯有保险，平日只需缴纳有限的费用，灾难发生时却可全力提供帮助。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5517,11/03/2015,1745,圆通速递 ,"公益事业，你我有责





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5518,11/03/2015,1748,快递观察赵小敏 ,"好事情，转发支持





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5519,11/03/2015,1811,爱上袋鼠的芭比 ,"本职工作都做不好，还做公益，简直是胡扯！





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Negative,G,Corporate Brands
Weibo_M_5520,11/03/2015,1943,模糊的时光机 ,"转发微博





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5521,11/03/2015,2153, 老男孩11401 ,"//@圆通速递:公益事业，你我有责





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5522,11/04/2015,1240,bleedtear再不动手就老了 ,//@圆通速递 我就想问一下你们快递人员信息都不带审核的吗？买的东西显示已签收，可是并无收到。打电话给物流追踪上的派件员。说根本不是圆通快递。以前对圆通印象还不错，这次让我真的失望了，管理制度混乱，快递人员鱼龙混杂。马上双11了，希望你们能给我一个合理的解释。不要再坑害更多的消费者……,Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5523,11/04/2015,1432,bleedtear再不动手就老了 ,"回复@岳阳圆通偷东西:一定要维权到底，#双11，我们怕用圆通#//@岳阳圆通偷东西:回复@bleedtear再不动手就老了:我的相机和镜头被偷了。邮政罚岳阳圆通钱了。但是我的东西依然没回来。邮政让我走法律途径。//@圆通速递:公益事业，你我有责





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5524,11/04/2015,1822,fajianfakai ,"转发微博





@中宏保险 

【保险知识】什么时候投保最合适？一般来讲，越早投保越好。年龄越小，为获得同样保障所交的保费越便宜，保障的期限也越长，越划算。此外，与年龄大的人相比，年轻人身体比较好，越早购买寿险，因身体状况不佳而被拒保或被要求加费承保的概率也就越小。越早买保险，也就越早地将风险转嫁给保险公司。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5525,11/04/2015,1855,宝刀sasa ,你是我的明天，乐观其实很简单。@中宏保险,Reader, @My Microblog,Neutral,G,Corporate Brands
Weibo_M_5526,11/04/2015,2313,wwycc,"转发微博





@中宏保险 

【保险知识】什么时候投保最合适？一般来讲，越早投保越好。年龄越小，为获得同样保障所交的保费越便宜，保障的期限也越长，越划算。此外，与年龄大的人相比，年轻人身体比较好，越早购买寿险，因身体状况不佳而被拒保或被要求加费承保的概率也就越小。越早买保险，也就越早地将风险转嫁给保险公司。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5527,11/05/2015,801,Forget徐婉琦,"转发微博
@中宏保险
【保险是什么？】保险是忠心耿耿的患难之交：因现代家庭结构的变化，小家庭已占所有家庭数的三分之二，在大家自顾不暇的情况下，对于至亲好友所发生的灾害，我们能提供的帮助实属有限。唯有保险，平日只需缴纳有限的费用，灾难发生时却可全力提供帮助。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5528,11/05/2015,840,秋水依人Dd,"～～～～～～～～～匯： @中宏保险
#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5529,11/05/2015,916,圆通速递山东管理区 ,"转发微博





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5530,11/05/2015,1052,圆通速递山东管理区 ,"转发微博





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5531,11/05/2015,1335, 随手公益福建 ,事情多一下，给忘了晒了。随手公益福建今年与@中宏保险 联合募集的#衣暖童心#481包衣物，已经于11月3日出发，前往云南曲靖了！现在估计在路上。感谢中宏保险提供的9600元运费支持，这是发票与发货清单。,Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5532,11/05/2015,2201,心安草GCH,"转发微博
@中宏保险
【静夜心语】放下。今天再大的事，到了明天就是小事；今年再大的事，到了明年就是故事；今生再大的事，到了来世就是传说，我们最多也就是个有故事的人。生活中、工作中遇到不顺的事，对自己说一声：今天会过去，明天会到来，新的一天会开始。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5533,11/06/2015,1033,随手公益-罗源,"转发微博 @随手公益福建 
事情多一下，给忘了晒了。随手公益福建今年与@中宏保险 联合募集的#衣暖童心#481包衣物，已经于11月3日出发，前往云南曲靖了！现在估计在路上。感谢中宏保险提供的9600元运费支持，这是发票与发货清单。",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5534,11/06/2015,1045,罗源的点点滴滴 ,"转发微博 @随手公益福建 
事情多一下，给忘了晒了。随手公益福建今年与@中宏保险 联合募集的#衣暖童心#481包衣物，已经于11月3日出发，前往云南曲靖了！现在估计在路上。感谢中宏保险提供的9600元运费支持，这是发票与发货清单。",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5535,11/06/2015,1533,河北省体育学院,"转发微博
@中宏保险 
【育儿】妈妈必须给孩子的9种品质：①感恩:也是一种修养②宽容:学会""心理换位""③乐观:开启光明未来之门④自信:构建动力金三角⑤诚信：他人生的通行证⑥勤劳:培养他勤劳的""蜜蜂""精神⑦礼仪:孩子社交的“名片”⑧责任:将责任感植入他的心灵花园⑨坚强:让稚嫩的肩膀不畏惧困难",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5536,11/07/2015,648,Love蓓蓓的家,转发微博 @中宏保险 志向，不在西风战马中，而在平生的格局里。博友们早安！,Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5537,11/07/2015,945,心安草GCH ,"转发微博





@中宏保险 

每个家庭都有一些特殊的纪念日，那些代表年月日的数字，为什么不可以成为简谱上的音符？！把家庭的故事变成动人的旋律，将平凡的日子变成非凡的记忆。当你和孩子一起完成家庭的主题曲，会带给你们怎样的惊喜... ",Reader, @My Microblog,Neutral,G,Corporate Brands
Weibo_M_5538,11/07/2015,946,心安草GCH ,"转发微博





@中宏保险 

人的一生是由无数个今天总合而成，每个今天都充实的过，一生便会充实。博友们周末好，早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5539,11/07/2015,1813,Mo墨喵,"又一周过去了，根本无人跟踪处理已核实的中宏代理人违规侵权行为，卖保险时候的积极性去哪里了？？？？




评论我的微博：每个家庭都有一些特殊的纪念日，那些代表年月日的数字，为什么不可以成为简谱上的音符？！把家庭的故事变成动人的旋律，将平凡的日子变成非凡的记忆。当你和孩子一起完成家庭的主题曲，会带给你们怎样的惊喜... http://t.cn/RUJW79V",Reader,Received Comment,Negative,G,Customer Service
Weibo_M_5540,11/07/2015,2212,心安草GCH,"转发微博 @中宏保险
【静夜心语】空白。给自己留点空白，会使心灵更畅快地呼吸，当你春风得意时，留点空白给思考，莫让得意冲昏头脑；当你痛苦时，留点空白给安慰，莫让痛苦窒息心灵；当你烦恼时，留点空白给快乐，烦恼就会烟消云散，笑容便会增多。留一点空白，这是人生的真理；留一点空白，这是生活的智慧。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5541,11/08/2015,1106, 压抑狂三叔 ,"你们圆通真牛逼，弄丢了我的快递，95554的投诉电话根本无法接通，打给客服客服牛逼的不行，工号403631的客户真是太牛逼了，各种不耐烦，服务态度差到家了，别说微笑客服了，你们能正常的服务一下就行，到现在了一句话把我打发了，所以用了你们圆通就自认倒霉了是么？





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader,Received Comment,Neutral,G,Charity Events
Weibo_M_5542,11/08/2015,1124, 压抑狂三叔 ,"给你们客服打电话说明了情况以后，客服403631号工作人员马上小声跟她的同事说我觉得他可能已经收到快递了，就是想闹腾，我就想问一下，网站没有更新信息，我本人从未收到过快递也未签收，你们的工作人员怎么推理出来我收到快递了？？？然后电话交给主管敷衍一句说十分钟后给回复然后就再也没给过回复！




评论我的微博：#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader,Received Comment,Neutral,G,Charity Events
Weibo_M_5543,11/08/2015,1129, 压抑狂三叔 ,"别在这做公益搞这种假公关了行么？自己的服务问题都解决不了呢，做多少面子工程也没用！！！到现在了我的丢件问题都没给我解决





@中宏保险 

#衣暖童心#11月1日，中宏淄博中心支公司联合淄博电视台生活频道、淄博天使之翼爱心联盟等在沃尔玛商场举行募集儿童冬衣活动，现场气氛热烈，人气爆棚。圆通速递派车将募集到的儿童冬衣免费运往随手公益上海总仓，后续将发到乡村孩子们手中，众人爱心接力，让冬天不再寒冷。@随手公益基金 @圆通速递",Reader,Received Comment,Neutral,G,Charity Events
Weibo_M_5544,11/08/2015,1522,Love蓓蓓的家 ,"转发微博





@中宏保险 

【育儿】8种方法培养有耐心的孩子：1.用眼睛注视孩子，认真倾听 ；2.尊重有耐心不打断孩子；3.对孩子的话表现出兴趣；4.善于听孩子的弦外之音；5.增加孩子的安全感；6.各自聊聊趣闻逸事，做孩子的知心朋友；7.在生活中做不抱怨的典范；8.让孩子学会自己选择如何打发时间。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_5545,11/08/2015,1908,shero--璐 ,"转发微博





@中宏保险 

【家长没保险是孩子最大的风险】买保险要遵循一个最基本的原则：先保家长尤其是对家庭财务贡献度最高的人。必须对自己和配偶的保障下足功夫。只有家庭支柱获得足够的保障，孩子的风险才可能降到最低。孩子即便没有保险，出现了问题还有家长来想办法解决，但家长没保险孩子有风险！",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5546,11/08/2015,1910,shero--璐 ,"转发微博





@中宏保险 

【保险的本质】保险，不能改变你的生活，但可以防止你的生活被改变；保险，不能保证你的健康，但可以弥补你健康受到伤害时的损失；保险，也不能保障你的生命，但可以让你的生命更有价值。因此，保险的本质更多的是一种爱心和慈善。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_5547,11/09/2015,1147,随手公益-上海小管家 ,//@随手公益-上海南 收到爱心有：圆通：560186460888、700092913458、100496295738、天天：560414086009韵达：1901290573373、1201746395331、1600864408500、1201684442960、12016844442961、顺丰：921318917699、120415704733、申通：968414518348、@中宏保险、谢谢你们的爱心捐赠[心][心],Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5548,11/09/2015,1406,圆通速递,"#衣暖童心# 力所能及[心]
@中宏保险 
#衣暖童心#10月31日，天空下着小雨，但丝毫阻挡不了中宏福建分公司伙伴们的热情，福分总经理带领中宏同仁将首批募集到的200多大袋3000多件冬衣打包整理，运往云南曲靖偏远高寒山区。圆通速递为此还特别提供两部货车免费运送，满载着爱与温暖，希望孩子们这个冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5549,11/09/2015,1434,张佑斌中宏人寿,"爱心传递！
@中宏保险 
#衣暖童心#10月31日，天空下着小雨，但丝毫阻挡不了中宏福建分公司伙伴们的热情，福分总经理带领中宏同仁将首批募集到的200多大袋3000多件冬衣打包整理，运往云南曲靖偏远高寒山区。圆通速递为此还特别提供两部货车免费运送，满载着爱与温暖，希望孩子们这个冬天不再寒冷。@随手公益基金 @圆通速递",Reader,Received Comment,Neutral,G,Charity Events
Weibo_M_5550,11/09/2015,1541,老男孩11401 ,"//@圆通速递:#衣暖童心# 力所能及[心]
@中宏保险 
#衣暖童心#10月31日，天空下着小雨，但丝毫阻挡不了中宏福建分公司伙伴们的热情，福分总经理带领中宏同仁将首批募集到的200多大袋3000多件冬衣打包整理，运往云南曲靖偏远高寒山区。圆通速递为此还特别提供两部货车免费运送，满载着爱与温暖，希望孩子们这个冬天不再寒冷。@随手公益基金 @圆通速递",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_5551,11/09/2015,2027,爱上足球王子 ,"转发微博





@中宏保险 

用家庭纪念日谱写一首明天的主题曲。每个家庭都有一些特殊的纪念日，那些代表年月日的数字，为什么不可以成为简谱上的音符？！把家庭的故事变成动人的旋律，将平凡的日子变成非凡的记忆。点击视频链接，一探究竟！",Reader, @My Microblog,Neutral,G,Corporate Brands
Weibo_M_5552,11/09/2015,2027-1,爱上足球王子 ,"转发微博





@中宏保险 

【名人话保险】股神巴菲特：“世界上没有一种投资工具象人寿保险那样具有保证性结果；也没有一种投资工具象人寿保险一样，不仅能创造价值还能百分之百的保全资产。”“投资保险不是花钱而是存钱，是累积财富、化解财务风险最有效、最可靠的方法。”",Reader, @My Microblog,Neutral,G,Products/Service
